-1.224,0.0
-1.222,0.0
-1.22,0.0
-1.218,0.0
-1.216,0.0
-1.214,0.0
-1.212,0.0
-1.21,0.0
-1.208,0.0
-1.206,0.0
-1.204,0.0
-1.202,0.0
-1.2,0.0
-1.198,0.0
-1.196,0.0
-1.194,0.0
-1.192,0.0
-1.19,0.0
-1.188,0.0
-1.186,0.0
-1.184,0.0
-1.182,0.0
-1.18,0.0
-1.178,0.0
-1.176,0.0
-1.174,0.0
-1.172,0.0
-1.17,0.0
-1.168,0.0
-1.166,0.0
-1.164,0.0
-1.162,0.0
-1.16,0.0
-1.158,0.0
-1.156,0.0
-1.154,0.0
-1.152,0.0
-1.15,0.0
-1.148,0.0
-1.146,0.0
-1.144,0.0
-1.142,0.0
-1.14,0.0
-1.138,0.0
-1.136,0.0
-1.134,0.0
-1.132,0.0
-1.13,0.0
-1.128,0.0
-1.126,0.0
-1.124,0.0
-1.122,0.0
-1.12,0.0
-1.118,0.0
-1.116,0.0
-1.114,0.0
-1.112,0.0
-1.11,0.0
-1.108,0.0
-1.106,0.0
-1.104,0.0
-1.102,0.0
-1.1,0.0
-1.098,0.0
-1.096,0.0
-1.094,0.0
-1.092,0.0
-1.09,0.0
-1.088,0.0
-1.086,0.0
-1.084,0.0
-1.082,0.0
-1.08,0.0
-1.078,0.0
-1.076,0.0
-1.074,0.0
-1.072,0.0
-1.07,0.0
-1.068,0.0
-1.066,0.0
-1.064,0.0
-1.062,0.0
-1.06,0.0
-1.058,0.0
-1.056,0.0
-1.054,0.0
-1.052,0.0
-1.05,0.0
-1.048,0.0
-1.046,0.0
-1.044,0.0
-1.042,0.0
-1.04,0.0
-1.038,0.0
-1.036,0.0
-1.034,0.0
-1.032,0.0
-1.03,0.0
-1.028,0.0
-1.026,0.0
-1.024,0.0
-1.022,0.0
-1.02,0.0
-1.018,0.0
-1.016,0.0
-1.014,0.0
-1.012,0.0
-1.01,0.0
-1.008,0.0
-1.006,0.0
-1.004,0.0
-1.002,0.0
-1.0,0.0
-0.998,0.0
-0.996,0.0
-0.994,0.0
-0.992,0.0
-0.99,0.0
-0.988,0.0
-0.986,0.0
-0.984,0.0
-0.982,0.0
-0.98,0.0
-0.978,0.0
-0.976,0.0
-0.974,0.0
-0.972,0.0
-0.97,0.0
-0.968,0.0
-0.966,0.0
-0.964,0.0
-0.962,0.0
-0.96,0.0
-0.958,0.0
-0.956,0.0
-0.954,0.0
-0.952,0.0
-0.95,0.0
-0.948,0.0
-0.946,0.0
-0.944,0.0
-0.942,0.0
-0.94,0.0
-0.938,0.0
-0.936,0.0
-0.934,0.0
-0.932,0.0
-0.93,0.0
-0.928,0.0
-0.926,0.0
-0.924,0.0
-0.922,0.0
-0.92,0.0
-0.918,0.0
-0.916,0.0
-0.914,0.0
-0.912,0.0
-0.91,0.0
-0.908,0.0
-0.906,0.0
-0.904,0.0
-0.902,0.0
-0.9,0.0
-0.898,0.0
-0.896,0.0
-0.894,0.0
-0.892,0.0
-0.89,0.0
-0.888,0.0
-0.886,0.0
-0.884,0.0
-0.882,0.0
-0.88,0.0
-0.878,0.0
-0.876,0.0
-0.874,0.0
-0.872,0.0
-0.87,0.0
-0.868,0.0
-0.866,0.0
-0.864,0.0
-0.862,0.0
-0.86,0.0
-0.858,0.0
-0.856,0.0
-0.854,0.0
